Name,Categories,Cuisine Types,Nationalities,Rating,Address,Res_Latitude,Res_Longitude,Reviews,Distance,Phone,Closed,Price
TORCH Pressed Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"5317 Yonge St, Toronto",43.773424526982645,-79.4137056839536,206,537.1151714947646,+16475630824,False,$$
Chat Bar,Chinese,,Chinese,4.0,"5312 Yonge Street, Toronto",43.77299,-79.41414,61,491.0173547451956,+16475085588,False,$$
Cafe Landwer - North York,"Cafes, Mediterranean, Breakfast & Brunch",Cafes,Mediterranean,3.5,"5000 Yonge St, North York",43.766194,-79.412856,141,273.19888168817056,+14162265005,False,$$
Ichiban Asian AYCE,"Japanese, Sushi Bars",Sushi Bars,Japanese,3.5,"5095 Yonge St, Toronto",43.76828,-79.41223,67,77.3350605346474,+14162288881,False,$$$
Sansotei Ramen,"Ramen, Noodles",,,4.0,"13 Byng Avenue, North York",43.7767470779372,-79.4138871717552,150,906.8029901770054,+14169011160,False,$$
OPA! of Greece North York City Centre,"Fast Food, Greek",Fast Food,Greek,4.0,"5150 Yonge Street, Toronto",43.7686976,-79.4131633,7,15.174751831814358,+16477481044,False,$$
Good Luck Hongkong Cafe,Hong Kong Style Cafe,Hong Kong Style Cafe,,4.0,"5533 Yonge Street, North York",43.77856,-79.41484,110,1113.868301857108,+14162268666,False,$$
ON/OFF,"Asian Fusion, Cocktail Bars",Cocktail Bars,Asian Fusion,4.5,"5463 Yonge Street, Toronto",43.777683,-79.41466,43,1019.1401688803061,+16476865336,False,N/A
KINTON RAMEN NORTH YORK,Ramen,,,3.5,"5165 Yonge Street, Toronto",43.7698091,-79.4127537,305,141.08874340304294,+16473507887,False,$$
Pastel Creperies & Dessert House,"Creperies, Desserts, Coffee & Tea","Desserts, Coffee & Tea",,4.0,"5417 Yonge Street, North York",43.77605,-79.41424,359,858.8726605171028,+16473525588,False,$$
Mr Tonkatsu,Japanese,,Japanese,4.0,"4895 Yonge St, Toronto",43.7637875803214,-79.411153793335,80,562.4954208350593,+14162231117,False,N/A
Union Social Eatery,"Gastropubs, Burgers, Barbeque","Gastropubs, Burgers, Barbeque",,3.5,"4899 Yonge Street, Toronto",43.7639042110806,-79.4111878640642,272,549.3137072324307,+14162216789,False,$$
Daldongnae Korean BBQ - Steeles,"Barbeque, Korean",Barbeque,Korean,4.0,"6347 Yonge Street, Toronto",43.796169,-79.419154,110,3099.203380983211,+16473685472,False,$$$
Jack Astor's Bar and Grill,"Canadian (New), Sports Bars, Burgers","Sports Bars, Burgers",Canadian (New),2.5,"5051 Yonge Street, North York",43.76706556,-79.41207145,177,197.3636216066144,+14162211221,False,$$
Poke Eats,"Sushi Bars, Poke",Sushi Bars,,4.0,"4750 Yonge Street, Toronto",43.7597119240097,-79.4107027986056,143,1010.3987527407347,+14167923958,False,$$
Daldongnae Korean BBQ - Empress,"Korean, Bars, Barbeque","Bars, Barbeque",Korean,4.0,"5211 Yonge St, North York",43.770782,-79.41295,120,243.31135562742313,+14165199769,False,$$$
Vietnoms,Vietnamese,,Vietnamese,4.0,"243 Sheppard Avenue E, Toronto",43.764615,-79.3962269,124,1454.90500538113,+16473525886,False,$$
Gol’s Lanzhou Noodle,"Chinese, Noodles",,Chinese,4.0,"5505 Yonge Street, Toronto",43.77809,-79.41479,37,1061.4866926550305,+14162219696,False,N/A
Pizza Maru - Sheppard,"Pizza, Chicken Wings, Beer Bar","Pizza, Beer Bar",,4.5,"4850 Yonge st, North York",43.762568,-79.411528,26,685.8089980435574,+14162223337,False,N/A
Mymy Chicken,"Chicken Wings, Korean",,Korean,4.0,"9 Spring Garden Avenue, Toronto",43.76424,-79.41079,243,517.6344645554324,+14162277772,False,$$
Fresh Burger,Burgers,Burgers,,4.0,"5025 Yonge Street, Toronto",43.76684,-79.41192,29,221.74139666329378,+14169019018,False,N/A
Egg Club,Sandwiches,Sandwiches,,4.5,"5423 Yonge Street, North York",43.776355,-79.4143855,39,866.3765108444544,N/A,False,N/A
Wood House BBQ,"Chinese, Barbeque, Seafood","Barbeque, Seafood",Chinese,4.0,"4664 Yonge Street, Toronto",43.75793,-79.4105,66,1207.8164016298053,+14165901315,False,$$
Second Cup,Cafes,Cafes,,3.0,"5150 Yonge Street, North York",43.76889,-79.4129899,11,13.326704202673929,+14162266968,False,$
Tokyo Grill,Japanese,,Japanese,3.5,"5175 Yonge Street, Toronto",43.77001,-79.41271,53,158.6691415914411,+16477486700,False,N/A
Hay Sushi,Japanese,,Japanese,4.5,"41 Spring Garden Ave, Toronto",43.7644937,-79.4099296,82,521.6799301170599,+16473509295,False,N/A
Ajisen Ramen,Ramen,,,3.5,"5229 Yonge Street, Toronto",43.771499876076,-79.413283817897,174,322.1156512450816,+14162230618,False,$$
Michi Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"126 Willowdale Avenue, North York",43.76509,-79.40043,54,1105.1694477290744,+14162248881,False,N/A
Aroma espresso bar,"Coffee & Tea, Cafes","Coffee & Tea, Cafes",,3.5,"8 Park Home Avenue, Toronto",43.768836862867,-79.4134997203946,36,30.56664940799831,+16473487711,False,$$
Good Taste Casserole Rice,Chinese,,Chinese,4.5,"5205 Yonge Street, Toronto",43.77067424655443,-79.41302563995123,15,231.3553602661871,+14162216166,False,N/A
Da Endz Restaurant ,"Caribbean, Waffles, Chicken Wings",,Caribbean,4.5,"5210 Yonge Street, Toronto",43.7708127,-79.4136556,13,247.36039659084565,+14163580460,False,N/A
Buk Chang Dong Soon Tofu,Korean,,Korean,4.0,"5445 Yonge Street, North York",43.7770435193004,-79.4145441055298,390,943.8422244447078,+16474307458,False,$$
Saku Sushi,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"478 Queen Street W, Toronto",43.6482,-79.4003,535,541.7566220545863,+14163687258,False,$$
Raku,"Japanese, Noodles",,Japanese,4.0,"456 Queen St W, Toronto",43.64831,-79.39944,298,505.1288549846476,+14165469325,False,$$
Juicy Dumpling,"Dim Sum, Dumplings",,,4.0,"280 Spadina Ave, Toronto",43.65252,-79.39854,641,55.623709869172835,+16473525678,False,$
Wilbur Mexicana,Mexican,,Mexican,4.0,"552 King Street W, Toronto",43.64494,-79.39866,612,868.3455576651436,+14167921878,False,$$
Fresco's Fish & Chips,"Fish & Chips, Chicken Wings, Sandwiches",Sandwiches,,4.5,"201 Augusta Avenue, Toronto",43.6538341,-79.4015484,386,309.69549913677173,+14165464557,False,$$
Cluck Clucks,"Chicken Shop, Comfort Food, Sandwiches",Sandwiches,,4.5,"222 The Esplanade, Toronto",43.6497687124273,-79.3660896960711,292,343.69525243136655,+16477482582,False,$$
Hokkaido Ramen Santouka,"Ramen, Noodles",,,4.0,"91 Dundas Street E, Toronto",43.656321731393,-79.377499580039,896,885.6067481410038,+16477481717,False,$$
Bindia Indian Bistro,Indian,,Indian,4.0,"16 Market St., Toronto",43.6486948,-79.3719955,208,224.55109696861032,+14168630000,False,$$
El Catrin Destileria,Mexican,,Mexican,3.5,"18 Tank House Lane, Toronto",43.65052,-79.35883,1042,939.8059384304358,+14162032121,False,$$$
Cluny Bistro & Boulangerie,"French, Wine Bars, Cocktail Bars","Wine Bars, Cocktail Bars",French,3.5,"35 Tank House Lane, Toronto",43.6505879,-79.3578962,655,998.3583984994066,+14162032632,False,$$$
Le Petit Déjeuner,"Breakfast & Brunch, Belgian",,,3.5,"191 King Street E, Toronto",43.65061,-79.37023,387,41.022921416580026,+14167031560,False,$$
Pearl Diver,"Seafood, Comfort Food, Breakfast & Brunch",Seafood,,4.0,"100 Adelaide Street E, Toronto",43.65163,-79.37375,634,313.13217801321383,+14163667827,False,$$
The Keg Steakhouse + Bar - Esplanade,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,4.0,"26 The Esplanade, Toronto",43.64677055042841,-79.37472901368122,150,530.0251819548006,+14163670685,False,$$$
Hy's Steakhouse & Cocktail Bar,"Steakhouses, Seafood, Cocktail Bars","Steakhouses, Seafood, Cocktail Bars",,4.0,"365 Bay Street, Toronto",43.651051,-79.380849,65,852.9830639516751,+14163646600,False,N/A
Gusto 501,Italian,,Italian,4.0,"501 King Street E, Toronto",43.65464,-79.3595,68,993.3315846704014,+14164775647,False,N/A
The Old Spaghetti Factory,Italian,,Italian,3.5,"54 The Esplanade, Toronto",43.6469106,-79.3743409,445,497.65824553154096,+14168649761,False,$$
Sukho Thai,Thai,,Thai,3.5,"52 Wellington Street E, Toronto",43.6485607,-79.3745641,556,393.84075710102337,+16473514612,False,$$
Le Papillon On Front,"French, American, Modern European",,"French, American, Modern European",3.5,"69 Front Street E, Toronto",43.64843,-79.37327,179,326.7709849997404,+14163670303,False,$$
Gyu-Kaku Japanese BBQ,"Japanese, Barbeque, Asian Fusion",Barbeque,"Japanese, Asian Fusion",4.0,"81 Church Street, Toronto",43.6515,-79.37482,209,396.3482085525056,+16473512378,False,$$$
Hothouse,"Italian, Bars, Venues & Event Spaces",Bars,Italian,3.5,"35 Church Street, Toronto",43.64884749595,-79.373683180012,414,316.50966777823993,+14163667800,False,$$
Hendriks Restaurant & Bar,"American, Steakhouses, Lounges",Steakhouses,American,4.0,"218 Yonge Street, Toronto",43.653501,-79.380048,123,861.4731601012958,+14165939667,False,$$$
Baretto Caffe,"Cafes, Italian",Cafes,Italian,5.0,"1262 Don Mills Road, Toronto",43.74471,-79.34643,353,4005.2692218680695,+14163850003,False,$$
Lucy Ethiopian Restaurant,"Ethiopian, African",,"Ethiopian, African",4.5,"1690 Danforth Avenue, Toronto",43.6841128,-79.3207142,71,4713.931739210708,+14164060534,False,$$
Armenian Kitchen,"Middle Eastern, Vegan, Vegetarian",,Middle Eastern,4.0,"1646 Victoria Park Avenue, North York",43.73092,-79.3058,93,677.4843936139076,+14167577722,False,$$
Nomé Izakaya - Shops at Don Mills,"Sushi Bars, Bars, Tapas Bars","Sushi Bars, Bars, Tapas Bars",,4.0,"4 O'Neill Road, Toronto",43.73356,-79.3447599,145,3365.1250412523864,+16479737937,False,$$
Sushi Ichiban Ellesmere,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"80 Ellesmere Road, Toronto",43.7592178596633,-79.3111342209015,181,3847.734873280897,+14164473250,False,$$
Morgan's On the Danforth,"Gastropubs, Pubs, Canadian (New)","Gastropubs, Pubs",Canadian (New),4.0,"1282 Danforth Avenue, Toronto",43.68194,-79.3302284,103,5197.360504348339,+14164613020,False,$$
Diwan,"Middle Eastern, Halal",,Middle Eastern,4.0,"77 Wynford Drive, Toronto",43.7249856629077,-79.3320806601189,63,2191.428681736173,+14166464670,False,$$
Knuckle Sandwich,"Poutineries, Sandwiches",Sandwiches,,4.0,"969 Coxwell Avenue, Toronto",43.69626,-79.3285,119,3716.5348177080823,+16477487999,False,$$
Beach Hill Smokehouse,"Barbeque, Desserts, Sandwiches","Barbeque, Desserts, Sandwiches",,4.5,"172 Main Street S, Toronto",43.68409,-79.3005,147,4551.755505196062,+14167928275,False,$$
Rendez-Vous,Ethiopian,,Ethiopian,4.0,"1408 Danforth Avenue, Toronto",43.68271,-79.32758,116,5037.274016481611,+14164692513,False,$$
Mexico Lindo,Mexican,,Mexican,4.5,"971 O'Connor Drive, Toronto",43.7083547605457,-79.3101267401368,30,1890.5979565839634,+14165461894,False,N/A
Blue Water Curry & Roti Restaurant,"Indian, Caribbean, Bars",Bars,"Indian, Caribbean",4.0,"1646 Victoria Park Avenue, North York",43.73092,-79.3058,28,677.4843936139076,+14167559649,False,$
Cumin Kitchen - Fine Indian Cuisine,Indian,,Indian,4.5,"1820 Danforth Avenue, Toronto",43.68469,-79.3184,71,4604.722179636927,+16477485522,False,N/A
Sultan of Samosas,Indian,,Indian,4.0,"1677 O'Connor Drive, Toronto",43.71876,-79.30413,80,679.900745919272,+14162856565,False,$
Rise & Dine Eatery,Breakfast & Brunch,,,4.5,"2714 St. Clair Avenue E, Toronto",43.705754282072,-79.31163419464,71,2200.291125771257,+14169010955,False,$$
Lalibela Ethiopian Restaurant,Ethiopian,,Ethiopian,4.0,"1202 Danforth Avenue, Toronto",43.68178,-79.33198,105,5278.619910056125,+14166450486,False,$$
Kaiseki Yu-zen Hashimoto,Japanese,,Japanese,4.5,"6 Garamond Court, Toronto",43.72596,-79.33403,34,2474.668704220062,+14164447100,False,$$$$
Yanagi Sushi,"Japanese, Sushi Bars, Korean",Sushi Bars,"Japanese, Korean",4.0,"1524 Danforth Avenue, Toronto",43.68336,-79.32491,76,4897.693790774664,+14164691524,False,$$
Sakawa Coffee & Japanese Restaurant,Japanese,,Japanese,4.0,"867 Danforth Ave, Toronto",43.67971,-79.33964,117,5751.151468201949,N/A,False,$$
Pomarosa Coffee Shop & Kitchen,"Venezuelan, Cafes, Juice Bars & Smoothies","Cafes, Juice Bars & Smoothies",Venezuelan,4.5,"1504 Danforth Avenue, Toronto",43.683242,-79.32545,50,4922.148819404897,+14164622945,False,$$
AÑEJO,Mexican,,Mexican,4.0,"7 Marie Labatte Road, Toronto",43.73411,-79.34557,48,3433.1900497758897,+16473687170,False,N/A
Chachi’s Chai Bar,Indian,,Indian,4.0,"D-101-69 Lebovic Ave, Scarborough",43.7233028911666,-79.2883316558126,24,1336.2432052656993,+14167528787,False,N/A
Naan and Kabob,"Afghan, Middle Eastern",,Middle Eastern,4.0,"1801 Lawrence Avenue E, Scarborough",43.74251,-79.3051799,88,1946.9343677545394,+14162858191,False,$$
Mr Pide,"Pizza, Turkish",Pizza,,4.5,"800 Danforth Avenue, Toronto",43.6797899,-79.34153,84,5826.592962570244,+16473517433,False,$$
Budapest Restaurant,Hungarian,,,4.5,"2183 Danforth Ave, Toronto",43.686310484234454,-79.30998100204901,88,4312.958914354048,+16473475047,False,$$
Moon Palace,"Seafood, Dim Sum, Cantonese",Seafood,,4.0,"40 Dundas Street W, Toronto",43.6561951,-79.38240341165705,64,165.9554568027947,+14165515666,False,N/A
Soulas Modern Greek Cuisine,Greek,,Greek,4.0,"500 A Danforth Avenue, Toronto",43.6782533846538,-79.348819591105,72,379.3645014187299,+14167780500,False,$$$
Batifole Restaurant,French,,French,4.0,"744 Gerrard Street E, Toronto",43.66678,-79.34733,84,1195.025140115875,+14164629965,False,$$$
Chula Taberna Mexicana,"Mexican, Bars, Breakfast & Brunch",Bars,Mexican,4.0,"1058 Gerrard Street E, Toronto",43.6692562,-79.3359022,163,1120.0660399811482,+14169019859,False,$$
Wynona,"Italian, Wine Bars, Mediterranean",Wine Bars,"Italian, Mediterranean",4.5,"819 Gerrard Street E, Toronto",43.66706,-79.34454,63,1144.9866361100078,+14167785171,False,N/A
Sampaguita Village,Filipino,,Filipino,4.0,"322 Wilson Avenue, North York",43.73723,-79.43654,107,1202.3201542053473,+14166302122,False,$$
Paese,Italian,,Italian,3.5,"3827 Bathurst Street, Toronto",43.73973,-79.43418,76,1467.756361217482,+14166316585,False,$$$
Tinuno - Little Manila,"Filipino, Seafood",Seafood,Filipino,4.0,"3520 Bathurst St, Toronto",43.7291248,-79.4324212,23,1616.4639002933802,+14379299294,False,N/A
Scotthill Caribbean Cuisine,"Caribbean, Lounges, Caterers",,Caribbean,4.5,"1943 Avenue Road, Toronto",43.7339429812737,-79.419534355402,34,2534.452603556982,+14165516561,False,$$
Jollibee,"Fast Food, Chicken Shop",Fast Food,,3.5,"79 Billy Bishop Way, North York",43.732969201516575,-79.45214350221265,39,203.72922871262725,+16479512822,False,$$
Thairoomgrand,"Thai, Malaysian, Asian Fusion",,"Thai, Malaysian, Asian Fusion",4.5,"288 Eglinton Avenue W, Toronto",43.7049801,-79.4077478,24,4794.010427482249,+14164817000,False,$$
Sake Bar Kushi,"Japanese, Sushi Bars, Tapas Bars","Sushi Bars, Tapas Bars",Japanese,4.0,"257 Eglinton Avenue W, Toronto",43.7048332,-79.4069172,141,4854.196143222885,+16477487253,False,$$
Darbar Persian Grill,Persian/Iranian,,Persian/Iranian,3.5,"2015 Avenue Road, Toronto",43.735522157868,-79.41966914173747,136,2524.4083947709173,+14165194545,False,$$
Vivo Pizza + Pasta,"Pizza, Italian, Wine Bars","Pizza, Wine Bars",Italian,3.0,"75 Billy Bishop Way, Toronto",43.7332443098653,-79.45088904351,24,154.443422805795,+14167038486,False,N/A
Kibo Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.5,"555 Wilson Avenue, Toronto",43.73391,-79.4484,15,237.20351453101014,+16478723555,False,N/A
Chito's Pizza,"Mediterranean, Pizza, Turkish",Pizza,Mediterranean,4.0,"3616 Dufferin St, Toronto",43.7316,-79.45904,34,738.920095283927,+14166310101,False,$$
The Olde Yorke,"Seafood, Fish & Chips, British",Seafood,British,4.5,"96 Laird Drive, East York",43.70619,-79.36218,334,1927.7501966428952,+14166969670,False,$$
Mayrik,"Mediterranean, Middle Eastern",,"Mediterranean, Middle Eastern",4.0,"1580 Bayview Avenue, Toronto",43.70568,-79.3754,78,869.6093880027303,+14164830922,False,$$$
Zee Grill Seafood Restaurant & Oyster Bar,"Seafood, Canadian (New)",Seafood,Canadian (New),4.0,"641 Mount Pleasant Road, Toronto",43.70491,-79.38851,49,285.5932839661187,+14164846428,False,$$$
KINTON RAMEN YONGE & EGLINTON,"Ramen, Pubs",Pubs,,4.0,"90 Eglinton Avenue E, Toronto",43.70762,-79.39586,98,932.1550145577238,+16473405933,False,$$
The Belsize Public House,"Gastropubs, American",Gastropubs,American,3.5,"535 Mt. Pleasant Road., Toronto",43.70268,-79.3875,40,173.0763783027344,+14164876468,False,$$
Little Sister,"Indonesian, Bars",Bars,,3.5,"2031 Yonge Street, Toronto",43.7015676,-79.3970751,219,930.9775241058012,+14164882031,False,$$
Darna,Middle Eastern,,Middle Eastern,4.5,"1613 Bayview Avenue, East York",43.70652,-79.37515,25,913.8515145316431,+14164821234,False,N/A
Positano Restaurant,"Pizza, Italian",Pizza,Italian,4.0,"633 Mount Pleasant Road, Toronto",43.70471,-79.3884,64,272.03010053385526,+14169323982,False,$$
Istanbul Cafe & Espresso Bar,"Coffee & Tea, Turkish, Internet Cafes","Coffee & Tea, Internet Cafes",,4.0,"174 Eglinton Avenue E, Toronto",43.70803,-79.39309,121,784.7594127188902,+14164800303,False,$$
Sushi Supreme,"Sushi Bars, Japanese",Sushi Bars,Japanese,4.0,"513 Mt Pleasant Road, Toronto",43.701889,-79.387354,114,216.55180138461225,+14165440777,False,$$
Granite Brewery & Restaurant,"Pubs, Breweries, American",Pubs,American,3.5,"245 Eglinton Avenue E, Toronto",43.7079593226491,-79.3897995162387,137,610.8679643085812,+14163220723,False,$$
Eggstatic,Breakfast & Brunch,,,4.5,"1568 Bayview Avenue, Toronto",43.70549,-79.37534,146,871.6478601241324,+16473521568,False,$$
Rolltation,"Sushi Bars, Asian Fusion, Poke",Sushi Bars,Asian Fusion,4.0,"2291 Yonge Street, Toronto",43.707588,-79.398147,110,1110.3209266272186,+14169017655,False,$$
Pii Nong Thai,Thai,,Thai,4.0,"1677 Bayview Avenue, Toronto",43.707555,-79.3756631,67,943.5424545856883,+14163228828,False,$$
Copacabana Brazilian Steak House,"Brazilian, Steakhouses",Steakhouses,,3.5,"150 Eglinton Avenue E, Toronto",43.707823,-79.393985,375,835.1178393830318,+14169162099,False,$$$
Sophie's,Breakfast & Brunch,,,4.0,"1614 Bayview Avenue, Toronto",43.70632,-79.37561,138,878.232829637803,+14164851614,False,$$
Oretta Midtown,"Breakfast & Brunch, Italian, Cocktail Bars",Cocktail Bars,Italian,3.5,"2131 Yonge Street, Toronto",43.70383,-79.39718,57,943.4372214752102,+14163178272,False,N/A
Marigold Indian Bistro,Indian,,Indian,3.0,"552 Mount Pleasant Road, Toronto",43.70279,-79.38821,77,210.71945322425458,+16477480220,False,$$
Fukui Sushi,Sushi Bars,Sushi Bars,,4.0,"1612 Bayview Avenue, Toronto",43.70628,-79.3756,47,877.4489351522611,+14164873388,False,$$
Fresh on Eglinton,"Vegan, Salad, Juice Bars & Smoothies",Juice Bars & Smoothies,,3.5,"101 Eglinton Avenue E, Toronto",43.70720452216837,-79.3951906233133,204,873.7960974310108,+14165994442,False,$$
Piano Piano,Italian,,Italian,4.0,"623 Mt Pleasant Road, Toronto",43.70449668034155,-79.38839040141026,47,249.97489959752545,+14164839789,False,N/A
Flaming Stove,"Middle Eastern, Diners, Breakfast & Brunch",,Middle Eastern,4.5,"21 Davisville Avenue, Toronto",43.6982689,-79.3957672,68,985.1304364061558,+14166445051,False,$
The Keg Steakhouse + Bar,"Steakhouses, Bars, Seafood","Steakhouses, Bars, Seafood",,3.5,"2201 Yonge Street, Toronto",43.70588810604985,-79.39774882778443,114,1006.3273932759486,+14164844646,False,$$$
McSorley's Wonderful Saloon & Grill,"Pubs, American, Sports Bars","Pubs, Sports Bars",American,4.0,"1544 Bayview Avenue, Toronto",43.7047367,-79.3751209,48,868.8246247513624,+14169320655,False,$$
Florentia,Italian,,Italian,3.5,"579 Mount Pleasant Road, Toronto",43.70355,-79.38793,35,181.2497892675484,+14165451220,False,$$
La Vecchia Ristorante,"Italian, Seafood, Venues & Event Spaces",Seafood,Italian,3.5,"2405A Yonge Street, Toronto",43.7103565,-79.3989339,339,1302.8965361398598,+14164890630,False,$$
Duff's Famous Wings,Chicken Wings,,,3.5,"1604 Bayview Ave, Toronto",43.7060699,-79.37558,138,873.5226865254048,+14165440100,False,$$
Banh Mi Boys,"Vietnamese, Asian Fusion",,"Vietnamese, Asian Fusion",4.5,"2365 Yonge Street, Toronto",43.7092,-79.39857,123,1219.070599441259,+16473453585,False,$
Megumi Mazesoba,Japanese,,Japanese,4.5,"46 Saint Clair Avenue E, Toronto",43.68876,-79.39196,30,1695.836557488707,+14169293553,False,$$
Lola Sushi,"Sushi Bars, Japanese, Korean",Sushi Bars,"Japanese, Korean",4.0,"2070 Yonge Street, Toronto",43.70193,-79.39763,74,959.6782962755034,+14169320290,False,$$
Alexander's Steakhouse,"Steakhouses, Wine Bars","Steakhouses, Wine Bars",,4.0,"19379 Stevens Creek Blvd, Cupertino",37.3233674576911,-122.009842804904,4124,288.32858020269816,+14084462222,False,$$$$
Lazy Dog Restaurant & Bar,"New American, Burgers, Comfort Food",Burgers,New American,4.0,"19359 Stevens Creek Blvd, Cupertino",37.323458,-122.008644,3347,347.19680305714235,+14083594690,False,$$
Galpão Gaucho Brazilian Steakhouse,"Brazilian, Steakhouses",Steakhouses,,4.5,"19780 Stevens Creek Blvd, Cupertino",37.3227351,-122.0191885,1469,808.3214748428805,+14083662370,False,$$$$
Pineapple Thai,Thai,,Thai,4.0,"19369 Stevens Creek Blvd, Cupertino",37.323230286724936,-122.0091635076675,814,291.5465542298554,+16692405556,False,$$
Eureka! - Cupertino,American,,American,4.0,"19369 Stevens Creek Blvd, Cupertino",37.32337881800845,-122.00908541679382,1090,309.4467951001955,+16692666752,False,$$
Haidilao Hot Pot Cupertino,"Hot Pot, Chinese, Do-It-Yourself Food",,Chinese,4.5,"19409 Stevens Creek Blvd, Cupertino",37.32379496528405,-122.00920100146948,1696,349.00520908946777,+16692303117,False,$$$
Gochi - Cupertino,"Japanese, Tapas Bars",Tapas Bars,Japanese,4.0,"19980 E Homestead Rd, Cupertino",37.3368621985872,-122.022732496261,2180,2087.232000234811,+14087250542,False,$$
Pacific Catch,"Seafood, Tacos, Sushi Bars","Seafood, Sushi Bars",,4.0,"19399 Stevens Creek Blvd, Cupertino",37.32354007624962,-122.01031142270176,438,302.47126042890136,+14088992604,False,$$
Uzumakiya Udon Izakaya,"Japanese, Noodles, Soup",,Japanese,4.5,"10789 S Blaney Ave, Cupertino",37.3114644520778,-122.023196535998,1022,1577.593824878313,+14084904017,False,$$
Red Hot Wok,"Chinese, Taiwanese",,Chinese,4.0,"10074 E Estates Dr, Cupertino",37.3220766185619,-122.014959059792,1384,420.774173983857,+14089962999,False,$$
The City Fish,"Sandwiches, Seafood, Fish & Chips","Sandwiches, Seafood",,4.5,"21678 Stevens Creek Blvd, Cupertino",37.3227601469653,-122.053648956402,1135,3824.3025890141616,+14083201434,False,$$
Bon Mot,"Korean, Wine Bars, Seafood","Wine Bars, Seafood",Korean,4.0,"19429 Stevens Creek Blvd, Cupertino",37.324067445145566,-122.0100778611387,188,362.44676152191647,+14086455747,False,N/A
Ippudo,"Ramen, Noodles",,,4.0,"19540 Vallco Parkway Suite 130, Cupertino",37.32476,-122.0107,667,424.3367170025552,+14087216789,False,$$
Oren's Hummus,"Mediterranean, Wine Bars",Wine Bars,Mediterranean,4.0,"19419 Stevens Creek Blvd, Cupertino",37.32382191567003,-122.00986623833752,782,337.72603226602246,+14089825237,False,$$
Gyu-Kaku Japanese BBQ,"Japanese, Barbeque, Asian Fusion",Barbeque,"Japanese, Asian Fusion",4.0,"19620 Stevens Creek Blvd, Cupertino",37.3225649361151,-122.01680590311,1820,592.8567887427905,+14088650149,False,$$
Marufuku Ramen - Cupertino,"Ramen, Noodles",,,4.5,"19772 Stevens Creek Blvd, Cupertino",37.322305,-122.019307,283,800.0820368877597,+14089823028,False,$$
Cap't Loui,"Seafood, Fish & Chips, Cajun/Creole",Seafood,,4.5,"19700 Vallco Pkwy, Cupertino",37.32535,-122.01255,509,506.4356856933835,+16692427449,False,$$
HiroNori Craft Ramen,"Ramen, Noodles",,,4.5,"10815 N Wolfe Rd, Cupertino",37.33544,-122.01444,612,1673.9986338444812,+14089823820,False,$$
Sweet Maple,"Breakfast & Brunch, American, Coffee & Tea",Coffee & Tea,American,4.0,"20010 Stevens Creek Blvd, Cupertino",37.32256,-122.0235,658,1168.801348580146,+14082160759,False,$$
Dough Zone - Cupertino,"Dim Sum, Noodles, Shanghainese",,,4.0,"19600 Vallco Pkwy, Cupertino",37.32538,-122.01199,786,517.396125860492,+14088821999,False,$$
Tofu Plus,"Korean, Barbeque",Barbeque,Korean,4.0,"10971 N Wolfe Rd, Cupertino",37.33616,-122.01501,1004,1753.2052532718951,+14087770900,False,$$
Home Eat,"Seafood, Chinese, Hot Pot",Seafood,Chinese,4.5,"20588 Stevens Creek Blvd, Cupertino",37.32185943677073,-122.0340007,328,2083.9990784078495,+14089823988,False,$$
Amami Shima Sushi,"Japanese, Sushi Bars",Sushi Bars,Japanese,4.0,"19068 Stevens Creek Blvd, Cupertino",37.32265,-122.00596,1108,437.6275392155688,+14089968815,False,$$
Pho Ha Noi,"Vietnamese, Noodles",,Vietnamese,4.0,"10100 S De Anza Blvd, Cupertino",37.321563,-122.031883,922,1895.7463994313853,+14088994164,False,$$
One Pot Shabu Shabu - Cupertino,"Japanese, Hot Pot",,Japanese,4.0,"19648 Stevens Creek Blvd, Cupertino",37.322163,-122.017883,1387,585.7856758899949,+14088610688,False,$$$
Kura Revolving Sushi Bar,"Sushi Bars, Conveyor Belt Sushi","Sushi Bars, Conveyor Belt Sushi",,3.5,"19600 Vallco Pkwy, Cupertino",37.3253738,-122.01189,2562,521.4061047112558,+14088610155,False,$$
Koi Palace Contempo - Cupertino,"Dim Sum, Seafood, Cantonese",Seafood,,3.5,"19369 Stevens Creek Blvd, Cupertino",37.323333469894706,-122.00936030442436,303,295.9013624952653,+14088498888,False,N/A
SOMISOMI,"Desserts, Ice Cream & Frozen Yogurt, Korean",Desserts,Korean,4.0,"19540 Vallco Pkwy, Cupertino",37.32502,-122.011019,1358,469.2313387339869,+14082552114,False,$
QQ Noodle,"Chinese, Noodles",,Chinese,4.0,"10889 S Blaney Ave, Cupertino",37.31069454683589,-122.02437790254368,843,1667.6921729611402,+14082535858,False,$$
Kong Tofu & BBQ,"Korean, Barbeque",Barbeque,Korean,4.0,"19626 Stevens Creek Blvd, Cupertino",37.322518,-122.0176,1049,676.2358767531119,+14088630234,False,$$
